boosts,damageDealt,DBNOs,kills,killStreaks,longestKill,walkDistance,weaponsAcquired
4,762.6,0,5,1,190.1,4295.0,8
0,1436.0,0,15,13,33.2,968.9,2
8,354.4,2,5,1,128.4,2811.0,8
5,490.5,5,6,3,444.6,2478.0,5
5,957.9,9,12,3,114.3,3199.0,5
4,1063.0,8,7,2,87.9,2384.0,3
5,668.7,0,6,1,114.9,3529.0,5
3,920.6,7,10,2,411.0,1551.0,8
5,1077.0,5,9,2,106.5,3796.0,3
1,2249.0,12,7,3,585.2,2283.0,4
6,562.7,7,8,3,94.73,5067.0,3
3,1183.0,9,7,2,84.89,2691.0,8
5,677.5,0,6,1,54.65,2007.0,6
5,557.9,3,7,2,33.97,3184.0,8
7,540.8,0,6,1,80.72,2672.0,4
5,580.9,4,7,3,131.9,2354.0,9
2,977.8,7,10,3,80.21,1605.0,9
5,624.8,3,6,1,82.85,2667.0,10
9,1040.0,9,8,3,131.2,2836.0,8
6,996.1,6,11,3,234.7,1835.0,8
2,663.7,4,8,2,139.7,4402.0,6
4,645.2,8,9,2,222.6,2927.0,5
5,656.0,3,5,1,65.43,3700.0,5
7,605.2,5,6,2,131.6,1698.0,8
2,376.1,4,5,1,139.6,2767.0,7
10,708.1,0,7,1,234.3,1866.0,7
4,799.2,0,8,2,142.6,2440.0,3
3,846.2,3,6,2,89.8,4106.0,8
7,809.5,3,8,2,238.3,1752.0,10
9,580.9,0,6,2,107.9,3294.0,10
6,533.5,4,5,3,140.8,4010.0,5
4,406.8,0,6,1,81.95,2453.0,5
0,675.2,6,8,3,52.92,1662.0,6
7,622.6,5,8,2,121.0,3105.0,4
1,521.0,5,5,2,77.31,1325.0,3
6,745.8,7,8,3,45.12,2619.0,5
12,1424.0,7,12,2,133.3,2640.0,5
6,959.3,4,10,3,102.0,3722.0,7
4,968.4,0,8,1,122.9,2148.0,6
3,477.8,3,6,2,30.24,3625.0,10
3,911.6,4,8,2,164.9,2928.0,9
7,862.6,3,8,2,74.34,2653.0,4
4,769.9,4,7,2,49.62,2593.0,8
6,1212.0,8,13,3,50.35,3781.0,8
3,569.2,3,7,2,79.83,2497.0,6
6,1149.0,12,10,2,259.6,3646.0,5
6,641.5,0,7,1,66.88,2638.0,5
7,1331.0,4,8,2,99.61,4044.0,2
2,840.2,5,11,2,177.5,1693.0,6
7,769.4,0,9,1,144.0,3710.0,8
6,1300.0,10,10,4,119.6,2240.0,8
5,723.5,2,5,1,225.6,2604.0,5
3,716.8,3,6,2,90.79,3497.0,6
6,510.5,4,7,2,183.0,1496.0,8
4,670.4,0,6,1,247.6,1175.0,7
5,897.6,5,11,3,152.9,3249.0,6
3,772.5,0,9,1,209.7,2399.0,4
3,497.6,3,6,2,80.85,3390.0,5
6,1743.0,10,9,2,198.7,3637.0,6
8,432.9,4,5,2,39.24,3531.0,5
6,950.8,4,7,2,169.3,2097.0,4
2,831.3,0,7,1,80.99,1596.0,5
7,932.4,2,8,2,370.0,3073.0,6
4,1133.0,6,8,2,151.3,2399.0,5
4,576.9,5,6,2,81.06,3542.0,4
6,666.6,5,8,2,177.1,1853.0,6
5,599.6,0,6,1,105.3,2053.0,8
3,712.6,3,6,2,138.2,2492.0,7
7,757.8,0,9,2,107.5,1919.0,4
6,857.4,5,9,2,73.01,2016.0,4
12,397.5,3,7,1,35.58,2237.0,10
1,645.6,6,7,2,53.95,356.8,3
3,1335.0,8,8,2,43.55,2268.0,5
7,895.5,5,10,2,244.1,2756.0,7
7,671.2,4,7,2,113.3,2917.0,10
7,687.0,0,7,1,69.8,3120.0,9
4,791.7,5,7,2,74.98,2114.0,3
5,830.7,8,10,2,190.7,4192.0,6
2,498.9,5,6,3,173.2,1900.0,6
3,669.0,2,7,2,179.4,3817.0,6
5,887.5,7,8,3,121.0,3225.0,16
1,1316.0,0,12,1,198.7,3039.0,5
4,861.9,5,8,2,96.15,3127.0,3
7,1615.0,15,14,4,457.5,2753.0,3
5,670.2,0,7,2,123.5,2088.0,6
7,776.2,3,7,2,140.8,3595.0,3
2,570.7,3,7,2,127.7,3038.0,3
8,1246.0,5,8,2,253.1,2344.0,7
7,809.0,0,9,1,156.4,4670.0,7
2,510.5,5,6,2,245.8,2612.0,4
5,998.2,5,12,3,93.28,1931.0,6
2,732.0,3,8,2,58.1,3233.0,9
4,696.4,0,7,1,337.6,2133.0,5
8,383.6,2,6,3,51.61,2746.0,5
6,1428.0,6,11,2,111.3,3015.0,2
6,544.2,5,6,2,88.21,2854.0,7
2,863.2,7,8,2,258.4,2840.0,4
4,1103.0,7,10,3,115.2,2485.0,7
6,710.5,3,7,2,69.22,4560.0,4
4,548.4,4,7,2,341.2,3798.0,9
7,464.6,0,6,1,358.0,2055.0,8
5,1243.0,17,13,3,238.5,3906.0,8
6,793.7,4,7,2,291.5,3764.0,10
2,750.2,4,8,1,210.9,4660.0,4
6,616.7,0,7,1,72.48,2459.0,7
5,796.8,7,6,2,329.5,3292.0,11
4,892.9,6,10,2,198.4,3308.0,4
5,612.8,3,6,3,58.08,1986.0,3
7,692.4,4,7,2,44.55,4368.0,6
6,527.6,1,7,2,322.8,2005.0,4
7,603.9,0,7,1,60.96,3584.0,7
3,812.7,6,7,2,82.15,940.0,8
3,398.0,3,5,2,137.0,3342.0,5
4,590.1,0,6,1,189.4,1423.0,5
8,634.2,6,7,3,71.49,3153.0,6
4,784.6,5,6,2,158.9,2660.0,4
7,441.6,3,7,2,75.26,3757.0,7
2,728.8,7,7,2,106.3,3366.0,10
5,808.3,2,5,1,45.09,3625.0,6
4,566.5,0,6,1,23.02,1089.0,9
3,493.1,3,5,2,115.8,2691.0,4
3,415.6,5,6,2,97.44,3150.0,5
8,849.6,2,9,2,247.1,4278.0,5
7,607.3,3,7,2,140.9,2784.0,7
5,575.3,4,7,2,261.2,3401.0,8
4,634.8,4,6,1,227.1,2261.0,7
4,625.7,4,7,2,98.27,1297.0,7
0,1178.0,0,13,3,58.62,1482.0,22
7,860.1,0,8,2,67.57,3214.0,8
4,991.0,5,6,2,152.7,2401.0,4
4,1352.0,9,12,2,222.1,4009.0,8
6,1060.0,5,10,2,150.1,3744.0,7
3,580.5,3,7,2,138.0,3127.0,7
9,936.7,5,11,2,356.6,4536.0,9
3,769.1,6,7,4,104.5,3457.0,4
6,865.3,5,9,2,98.21,1843.0,3
5,662.9,8,9,3,64.71,4608.0,5
0,714.1,2,7,2,40.54,3521.0,4
5,280.2,5,6,2,54.67,2588.0,4
4,590.2,3,6,2,104.3,2860.0,6
5,985.8,9,11,3,178.5,2247.0,6
6,1199.0,6,13,3,117.4,2720.0,4
5,910.7,0,8,1,253.2,2426.0,3
7,817.2,0,7,1,106.5,2445.0,11
8,791.1,7,8,3,68.75,2387.0,10
6,976.3,2,9,2,196.3,2193.0,5
2,677.2,3,9,4,138.9,2440.0,4
8,958.6,0,9,2,171.5,2903.0,5
5,1413.0,7,10,2,58.34,3030.0,8
9,1060.0,8,10,2,214.5,3198.0,7
7,750.3,0,8,2,69.05,3694.0,8
7,828.9,4,7,2,163.3,3203.0,5
4,778.3,8,10,3,309.3,4357.0,5
3,750.2,5,9,2,131.6,3810.0,3
3,647.9,0,6,1,92.34,2571.0,4
4,503.0,2,7,2,129.4,2069.0,4
5,1016.0,7,8,2,175.7,3204.0,5
4,666.2,7,7,4,79.09,3269.0,5
5,367.4,1,5,1,102.6,2924.0,7
8,1053.0,0,9,1,239.3,2135.0,5
4,574.5,0,8,3,58.02,1156.0,7
8,801.4,1,7,1,119.1,1854.0,8
6,1256.0,7,10,2,187.4,2852.0,3
5,730.8,5,7,2,209.6,2045.0,5
5,851.9,5,8,2,165.1,3033.0,3
4,369.5,2,5,2,11.52,1869.0,7
2,1410.0,0,15,2,151.1,1563.0,12
3,768.0,4,7,2,103.5,3549.0,5
5,431.8,4,5,1,170.0,2820.0,8
5,746.4,5,7,2,46.6,1553.0,4
10,631.2,0,7,2,50.54,3031.0,3
2,722.6,0,7,1,173.9,1297.0,6
7,470.8,0,6,1,196.0,2778.0,6
3,933.6,3,7,2,207.5,2783.0,4
6,879.8,4,9,2,173.2,3769.0,8
7,542.6,0,5,1,129.1,1221.0,4
6,883.0,5,8,2,156.8,2482.0,6
4,750.2,0,8,2,50.34,2233.0,4
7,881.9,7,8,3,31.1,2116.0,5
4,800.0,5,8,3,58.08,4120.0,6
8,732.9,0,8,2,85.12,3600.0,6
6,817.4,0,8,1,71.7,3221.0,6
4,371.4,4,5,2,91.59,3392.0,3
4,1661.0,10,13,2,139.7,3042.0,5
8,778.7,6,7,2,87.0,3986.0,2
3,710.2,3,7,1,122.0,3158.0,9
3,516.3,4,7,2,274.0,2526.0,7
6,1027.0,8,12,4,36.46,3073.0,6
6,797.0,4,8,2,68.63,2572.0,6
5,714.5,0,7,1,70.67,2476.0,6
4,519.5,2,8,3,348.0,4044.0,6
2,664.0,3,8,2,193.7,2238.0,5
4,748.7,6,7,2,103.9,3437.0,6
8,656.5,3,7,2,465.3,3077.0,6
5,555.9,3,6,2,84.95,2683.0,4
3,284.6,4,6,2,107.1,3044.0,6
8,698.7,6,8,3,35.66,1840.0,6
10,884.8,3,10,2,221.3,4184.0,5
1,295.8,3,6,2,59.54,614.7,1
6,892.6,0,8,1,261.8,3304.0,9
8,1057.0,7,10,3,104.0,2507.0,5
7,581.4,3,7,2,38.08,3789.0,6
5,579.7,2,6,2,105.1,3631.0,7
5,739.0,5,7,2,59.56,772.3,4
1,713.9,3,8,1,199.1,3453.0,5
0,179.1,2,4,3,9.725,143.9,1
6,898.6,8,10,4,68.55,1958.0,6
6,1105.0,8,9,2,95.57,1729.0,10
6,953.0,5,9,2,165.0,3201.0,7
7,1329.0,7,12,2,102.5,2213.0,4
6,1146.0,6,11,2,79.43,3372.0,4
3,617.5,5,7,2,155.9,2995.0,5
5,391.8,1,4,2,90.43,3469.0,12
6,1045.0,5,10,2,186.3,3141.0,9
8,1251.0,0,11,1,140.9,2645.0,6
7,1246.0,5,11,2,182.8,3030.0,3
5,710.5,5,9,2,315.3,3975.0,5
10,827.7,3,7,2,200.6,3007.0,8
6,760.4,5,8,1,45.69,1992.0,3
7,726.2,0,7,2,72.4,2691.0,2
7,663.9,4,6,1,282.6,2981.0,3
5,675.0,6,6,2,242.8,3656.0,4
6,815.6,6,8,2,30.45,1758.0,9
5,759.9,5,7,2,49.27,3511.0,4
7,900.0,0,8,2,107.6,2718.0,6
3,670.0,3,4,1,78.38,2792.0,4
6,686.9,1,5,2,81.13,3157.0,7
1,1121.0,8,10,3,97.3,3456.0,6
3,671.8,3,7,3,208.8,2729.0,4
6,563.1,0,7,2,139.5,1821.0,5
3,659.8,3,7,2,127.4,2960.0,5
7,557.6,3,6,2,379.1,3247.0,7
7,475.3,4,6,3,73.49,3601.0,5
4,1228.0,8,12,3,108.3,3065.0,6
9,435.5,3,5,1,154.8,4005.0,6
10,661.2,2,5,2,74.1,2883.0,4
3,649.1,2,6,2,102.2,2438.0,5
2,812.5,4,7,2,202.2,2358.0,6
2,608.3,4,9,2,178.7,2281.0,5
7,822.6,5,10,3,278.8,2602.0,4
5,782.4,6,8,3,135.6,2955.0,7
8,859.1,4,9,2,66.42,2304.0,8
8,876.8,7,6,2,73.96,4095.0,7
6,403.3,3,5,2,43.92,2092.0,7
9,426.2,0,5,2,86.17,2869.0,5
3,481.4,2,6,2,202.3,3019.0,6
0,286.1,2,5,2,340.5,3804.0,6
5,646.7,2,6,2,68.01,2773.0,3
4,1296.0,10,14,3,46.89,1417.0,6
11,531.8,6,6,2,59.42,2613.0,4
7,712.8,5,6,2,74.75,2355.0,4
4,1357.0,7,11,3,86.2,2573.0,6
7,963.9,6,10,2,167.4,3054.0,5
2,702.0,4,7,2,201.0,1854.0,7
3,692.4,4,8,2,147.8,2881.0,3
7,1587.0,12,12,2,173.6,3605.0,8
5,868.2,7,7,1,121.7,1954.0,6
2,843.8,5,6,2,71.03,3572.0,4
5,734.2,6,8,1,233.5,4079.0,7
7,1385.0,9,14,3,174.9,4125.0,8
7,1350.0,12,8,3,61.86,2896.0,10
0,938.9,7,9,2,449.4,1985.0,3
3,634.8,6,8,2,310.0,3124.0,5
4,995.7,0,7,1,145.8,1652.0,7
7,928.8,0,7,1,172.7,2426.0,10
7,812.4,5,8,3,84.37,3781.0,6
6,882.1,5,7,1,117.0,3205.0,2
8,1078.0,7,13,2,155.0,2186.0,6
4,712.5,3,7,2,101.2,3293.0,9
5,276.8,3,4,3,34.56,2644.0,2
0,1966.0,7,16,3,221.2,2507.0,5
5,438.9,5,7,2,112.5,2780.0,4
5,804.7,5,6,1,53.86,2247.0,4
6,653.1,2,8,2,69.22,2941.0,3
4,971.9,3,8,2,94.92,3027.0,4
7,1054.0,9,10,2,117.5,2778.0,5
7,755.1,4,7,2,99.48,3141.0,7
3,619.4,4,6,2,164.0,2471.0,7
6,703.9,4,8,2,138.6,2381.0,2
8,991.1,0,9,2,87.56,2257.0,6
4,982.9,0,9,1,62.89,2507.0,7
4,645.0,4,5,2,113.8,2372.0,6
6,724.6,6,6,2,51.94,3127.0,5
4,1245.0,5,10,3,98.17,3189.0,5
5,520.2,2,6,2,128.4,3536.0,5
2,695.4,0,8,2,122.0,2328.0,3
2,371.5,0,4,1,24.88,2570.0,7
6,518.8,2,6,2,78.47,2551.0,6
4,489.3,0,5,1,223.0,2217.0,8
3,1038.0,9,12,3,88.21,964.9,3
3,1080.0,8,10,2,276.5,3498.0,5
8,821.3,0,8,2,92.14,3367.0,5
6,733.8,8,7,2,205.2,3731.0,6
4,890.1,6,8,2,235.6,4478.0,6
6,504.1,6,8,2,159.9,2454.0,7
7,1115.0,5,9,2,89.76,2903.0,5
9,1012.0,0,10,1,83.48,3523.0,5
4,771.6,0,6,1,99.44,3507.0,6
3,576.1,3,5,2,36.87,2909.0,7
2,693.4,0,8,2,123.1,3379.0,5
3,724.3,7,9,2,130.0,2457.0,9
5,746.8,4,5,2,119.3,3331.0,7
8,1236.0,4,11,2,123.5,3414.0,4
5,366.2,4,6,2,175.8,3227.0,6
3,699.9,6,7,2,74.97,2820.0,4
2,568.9,6,7,3,232.9,2587.0,6
6,1133.0,9,11,3,109.6,1995.0,2
3,573.9,5,6,2,104.4,1940.0,6
7,770.5,7,7,2,108.6,4332.0,5
6,855.3,7,8,4,31.79,3596.0,6
4,867.6,0,9,1,230.4,2668.0,4
5,785.1,6,9,2,64.53,3338.0,6
2,398.1,0,7,2,200.4,1996.0,5
3,727.0,6,7,3,121.8,2216.0,6
2,829.1,6,12,2,103.7,3807.0,4
2,669.7,5,8,2,166.7,2926.0,6
3,569.2,5,8,2,119.2,4418.0,6
16,718.4,0,8,1,146.9,1459.0,3
5,1161.0,0,12,2,196.8,1855.0,5
1,838.4,4,10,2,102.8,1643.0,4
4,665.6,3,5,4,70.94,1636.0,7
6,975.0,7,9,2,152.3,2825.0,5
4,1835.0,14,12,3,181.0,1968.0,4
5,925.9,4,8,2,52.31,1848.0,5
3,667.3,4,7,2,258.0,3104.0,9
3,458.8,4,6,2,126.3,3347.0,4
2,835.2,7,8,2,114.2,2793.0,7
1,607.2,2,6,3,202.5,2907.0,6
1,513.0,3,7,3,291.9,2719.0,6
8,804.9,6,11,2,46.42,4094.0,9
4,437.0,3,7,2,102.8,3043.0,3
4,476.6,0,6,1,69.38,2199.0,3
1,426.8,2,4,2,34.3,2685.0,9
5,1267.0,6,13,2,113.8,2529.0,5
8,530.1,5,4,2,103.1,3756.0,5
7,349.1,1,5,2,157.0,2457.0,5
7,989.1,8,12,3,53.21,3360.0,10
1,460.0,3,4,3,53.2,1131.0,4
5,1462.0,7,11,3,53.49,2293.0,8
3,785.2,8,10,2,321.7,3776.0,10
6,1506.0,7,15,5,266.4,3963.0,5
3,1112.0,8,13,3,453.6,3732.0,10
8,761.6,4,9,2,64.74,2700.0,5
4,903.8,7,8,2,89.3,2663.0,4
5,751.8,3,9,2,118.1,3062.0,5
3,1417.0,11,17,4,151.9,1306.0,5
4,740.3,4,8,2,53.54,1738.0,5
9,587.3,7,10,2,250.4,3493.0,8
9,1050.0,6,8,2,120.5,3401.0,6
0,839.7,4,8,3,84.95,3579.0,7
5,558.2,3,5,2,132.1,2360.0,5
2,422.0,3,4,2,252.1,5504.0,7
8,838.4,3,9,2,44.26,2927.0,3
4,822.2,0,7,1,316.8,3882.0,8
6,285.5,3,6,2,221.4,2830.0,7
4,434.4,3,5,1,83.57,3452.0,3
8,1033.0,7,10,3,202.8,3737.0,7
7,1019.0,5,8,2,131.2,5302.0,8
5,534.0,4,7,2,72.89,2768.0,7
5,991.1,0,10,2,63.32,2765.0,6
9,1207.0,0,12,3,116.4,2176.0,8
6,564.0,2,7,2,90.67,1753.0,7
5,896.6,7,11,3,158.8,3617.0,10
9,832.5,5,7,3,39.95,3078.0,6
7,854.0,5,6,2,78.29,2567.0,3
5,622.8,0,6,1,65.12,1614.0,5
0,785.9,0,7,2,136.8,652.1,6
8,1096.0,5,8,2,225.0,3128.0,4
4,938.3,7,11,2,74.56,1967.0,4
14,1004.0,0,10,1,94.91,3735.0,6
5,552.0,0,6,1,111.2,3465.0,12
4,1574.0,7,8,3,180.4,2412.0,2
4,507.9,5,5,1,128.8,4008.0,4
7,822.4,4,10,2,105.7,3262.0,6
8,959.4,0,8,1,119.3,3222.0,6
10,594.0,5,8,2,191.6,5298.0,5
4,623.5,5,5,1,85.09,2056.0,5
3,688.3,4,7,2,217.2,2938.0,6
10,1484.0,8,12,2,132.1,2400.0,3
2,545.3,4,7,2,106.7,2891.0,2
4,728.6,5,7,2,183.6,2417.0,9
1,399.8,4,6,2,245.5,3378.0,5
4,963.0,4,8,2,218.6,1231.0,4
3,616.0,4,5,2,226.4,2425.0,8
5,1256.0,6,11,4,49.06,2711.0,4
4,538.4,2,7,2,137.9,5029.0,4
3,636.6,6,8,2,122.0,2888.0,3
3,762.7,6,10,2,123.8,793.5,5
3,1533.0,12,12,3,182.0,4157.0,6
2,747.3,4,6,2,182.0,2683.0,6
4,523.1,6,6,2,109.8,2832.0,5
3,655.3,6,8,3,201.2,3867.0,6
6,820.1,6,9,2,136.1,3055.0,6
2,634.9,0,6,1,94.1,2904.0,4
8,970.3,4,9,2,191.0,2775.0,8
4,774.0,4,8,2,158.5,2813.0,8
6,1299.0,10,11,4,23.58,2795.0,3
4,634.1,3,5,1,129.2,3108.0,5
5,658.7,5,7,2,142.6,2738.0,5
5,338.6,2,5,2,225.3,2996.0,6
6,982.0,8,8,3,136.3,3175.0,8
3,563.2,2,6,2,178.7,3502.0,5
4,1440.0,10,9,3,440.9,2688.0,5
10,592.3,5,7,2,74.03,3217.0,9
2,677.8,3,7,2,100.4,3782.0,7
6,2023.0,12,16,3,241.6,2098.0,9
5,780.8,3,8,1,169.4,2664.0,5
5,451.4,3,6,2,121.7,2999.0,8
6,1487.0,9,12,4,223.5,3272.0,3
2,594.5,4,6,2,160.4,2693.0,5
4,749.4,6,7,2,247.8,2754.0,6
5,1240.0,0,11,1,77.03,3478.0,5
5,736.5,5,6,2,39.17,1503.0,4
7,1060.0,0,8,1,65.73,2768.0,4
5,428.4,2,5,2,23.95,1834.0,4
10,1165.0,6,10,2,193.2,4071.0,9
5,692.7,4,7,2,191.5,3654.0,4
3,608.5,3,6,2,149.4,3106.0,4
3,1046.0,8,10,2,349.5,4134.0,5
5,564.8,5,6,1,64.97,2656.0,6
8,1448.0,12,16,3,235.9,2798.0,6
3,911.4,0,7,1,166.2,1819.0,3
4,676.1,0,7,1,113.4,1170.0,7
1,730.4,4,7,2,52.63,565.6,4
4,727.9,7,7,2,223.9,2281.0,7
7,939.4,4,11,2,160.4,2797.0,3
6,717.0,4,5,1,218.4,2790.0,7
5,718.4,3,8,2,182.0,3566.0,8
1,621.5,4,9,3,10.55,636.7,2
5,1160.0,0,12,1,100.5,2255.0,4
5,638.5,0,5,1,262.1,1243.0,6
7,1235.0,5,10,2,259.3,2849.0,4
7,1215.0,8,9,3,182.8,2845.0,5
3,713.3,3,7,2,279.0,3475.0,5
7,690.9,6,8,3,57.42,2805.0,7
5,1090.0,7,11,2,393.2,1547.0,8
7,552.5,3,6,2,47.76,1910.0,4
2,1204.0,11,8,3,36.35,1852.0,5
4,739.4,5,9,2,94.54,3243.0,5
5,600.5,6,6,2,128.3,5474.0,4
3,845.6,6,10,2,394.8,3328.0,9
9,631.5,7,9,3,225.0,3669.0,6
3,462.6,1,6,1,113.1,2010.0,5
4,718.3,6,9,2,92.48,3289.0,8
2,1176.0,5,7,4,58.6,3049.0,9
4,872.8,5,10,2,124.9,2837.0,7
10,811.7,5,7,2,238.5,3756.0,6
5,1120.0,4,8,2,180.6,3357.0,5
5,1126.0,6,12,2,226.9,2757.0,3
1,767.3,5,8,4,142.2,1933.0,5
1,345.1,4,5,3,52.17,1562.0,4
6,877.3,6,9,2,99.47,2554.0,4
4,1067.0,10,10,4,210.5,3631.0,5
5,860.2,3,8,2,114.0,2193.0,5
0,437.8,0,5,1,60.5,2161.0,6
11,767.0,4,7,2,146.5,5574.0,10
8,1161.0,8,9,2,221.4,3433.0,15
6,1068.0,7,9,2,82.38,2760.0,3
4,789.6,3,6,2,160.4,3518.0,3
3,578.0,5,5,2,151.7,1745.0,3
0,624.0,3,7,2,165.9,1796.0,6
4,1163.0,12,10,3,266.4,4650.0,11
3,699.7,6,8,3,340.1,3246.0,4
7,1065.0,6,9,2,145.7,2078.0,16
4,742.0,6,9,2,175.7,3604.0,9
1,895.2,0,9,2,207.9,1097.0,4
6,572.6,0,6,1,122.0,1900.0,5
6,1123.0,0,11,2,289.7,1699.0,5
5,803.8,7,8,3,83.32,3244.0,6
3,1813.0,11,16,2,366.3,2476.0,2
9,1076.0,9,12,2,50.08,3042.0,7
5,491.1,2,5,3,42.12,1766.0,4
7,649.3,4,7,2,290.2,2529.0,7
8,1008.0,8,10,2,542.9,3392.0,10
4,500.2,5,8,2,85.11,4141.0,3
4,647.0,0,6,1,174.0,3697.0,6
9,1242.0,0,13,1,70.92,2913.0,9
6,512.1,3,5,2,40.82,3115.0,4
3,627.3,6,7,2,18.66,482.5,3
7,1371.0,9,12,2,256.4,2800.0,5
4,843.1,6,9,2,203.9,3782.0,5
6,1403.0,5,8,2,206.5,4444.0,7
4,509.7,2,6,3,69.77,1948.0,6
7,346.3,3,5,2,177.7,2843.0,5
5,860.8,5,6,2,120.7,3430.0,4
7,1016.0,6,8,3,57.98,2611.0,8
3,744.3,4,7,2,121.6,1008.0,5
5,772.5,4,8,4,40.28,4306.0,5
2,1035.0,5,10,4,67.36,1915.0,7
8,1157.0,5,8,2,101.1,3764.0,5
2,719.3,0,7,2,56.81,2241.0,7
3,760.7,4,11,3,51.71,3257.0,3
8,944.4,6,7,2,96.26,2111.0,5
10,602.8,4,7,2,117.6,2727.0,7
4,701.7,3,7,2,55.19,3993.0,5
5,688.9,0,6,2,122.4,3222.0,9
5,633.4,2,5,2,266.1,2179.0,5
6,683.2,0,7,2,62.16,3293.0,7
2,884.1,6,8,2,32.33,1111.0,5
5,1111.0,8,10,2,195.9,3548.0,9
6,1047.0,7,9,2,375.9,2899.0,7
4,622.0,4,5,2,63.96,2889.0,5
7,996.5,4,10,2,75.79,2464.0,10
5,863.2,5,9,2,179.7,2886.0,3
7,692.2,2,7,2,37.61,2757.0,5
8,813.3,7,7,3,279.1,3282.0,11
8,711.3,0,8,1,214.5,3222.0,6
3,593.6,4,6,2,43.89,1571.0,5
3,711.0,4,7,2,218.2,2570.0,7
6,1113.0,11,9,2,102.2,2139.0,4
8,1342.0,11,15,2,409.3,3014.0,5
7,662.4,0,7,2,218.4,4076.0,9
3,708.9,5,7,2,58.24,1491.0,7
9,900.1,7,8,2,68.9,3208.0,5
1,715.3,4,7,2,169.0,2725.0,9
5,568.2,5,7,3,53.6,2042.0,9
2,955.7,5,10,2,190.2,2030.0,5
1,882.0,8,11,2,93.23,3256.0,6
5,727.2,5,10,2,215.4,3139.0,4
8,718.2,0,7,1,126.7,7680.0,5
6,1802.0,13,14,3,87.73,2439.0,5
0,575.0,5,5,3,12.59,204.2,2
8,885.6,6,11,2,92.79,3289.0,5
2,675.2,5,8,2,58.6,2534.0,5
6,576.5,4,8,3,210.8,4297.0,5
6,1022.0,7,11,4,179.5,3089.0,6
5,630.4,3,6,3,42.3,2402.0,10
4,1226.0,0,12,2,230.6,3350.0,6
7,830.4,3,5,1,181.5,3803.0,9
2,860.3,0,8,2,25.15,1120.0,3
5,792.6,0,10,2,201.4,1572.0,5
6,698.5,4,8,2,46.3,3115.0,9
6,723.2,5,7,2,90.53,1731.0,9
5,530.3,0,6,1,153.8,2664.0,8
7,1271.0,6,9,2,515.3,3872.0,9
5,1230.0,0,11,1,65.75,2424.0,4
4,798.0,7,8,2,140.2,2663.0,7
5,755.6,2,8,2,95.84,3168.0,10
3,905.7,7,7,2,88.92,1259.0,3
2,524.5,4,8,3,225.1,2443.0,6
1,1032.0,6,9,2,71.76,1078.0,7
4,913.3,4,9,2,89.06,2583.0,5
4,877.4,6,7,2,223.2,3088.0,8
4,989.8,3,8,2,117.8,3435.0,7
5,466.5,5,9,3,30.9,1457.0,6
2,469.6,0,5,1,123.4,1166.0,4
4,837.3,5,9,2,162.9,4280.0,4
4,513.0,5,5,2,191.8,3081.0,5
9,741.7,0,7,1,98.21,3788.0,5
6,751.6,6,10,3,87.45,3237.0,5
5,589.4,4,6,2,29.49,2267.0,5
8,920.8,7,9,2,220.3,3289.0,5
5,451.4,6,7,2,192.8,2054.0,4
5,1261.0,8,10,4,161.4,2421.0,4
4,577.6,3,5,2,181.7,3760.0,8
11,734.4,7,9,2,69.79,3600.0,3
6,419.7,3,5,2,83.71,2560.0,4
3,861.6,5,8,2,163.5,3876.0,4
2,656.1,1,6,2,101.2,3267.0,7
2,665.0,5,7,3,673.9,3727.0,4
7,589.6,0,6,1,131.3,3128.0,6
12,690.4,3,7,1,20.06,4526.0,10
1,564.0,5,6,1,68.83,1931.0,4
5,372.9,2,5,1,113.3,3337.0,7
3,938.8,6,9,2,142.3,2687.0,7
4,389.4,2,5,2,242.8,3831.0,4
4,742.4,7,10,3,232.1,3750.0,6
3,423.0,2,6,2,171.4,1342.0,6
6,822.0,5,9,2,67.36,1960.0,4
3,743.4,0,7,1,129.1,2296.0,7
6,1073.0,7,14,2,165.3,3635.0,3
6,1003.0,5,9,2,245.7,2834.0,6
4,951.6,0,8,1,222.2,3250.0,7
5,916.1,6,8,1,405.9,2406.0,7
4,773.8,6,9,3,82.44,2506.0,7
5,867.9,0,9,1,58.47,3098.0,7
0,741.2,3,8,2,125.6,1822.0,3
4,1171.0,6,9,2,262.5,2540.0,6
7,983.2,6,9,2,276.5,4666.0,7
6,649.8,0,7,2,139.0,2670.0,5
0,1396.0,12,12,3,173.7,2407.0,5
3,535.3,4,6,2,35.97,2857.0,5
2,559.6,4,7,1,104.0,2073.0,6
3,1012.0,0,10,1,142.9,3398.0,7
4,440.7,1,4,1,70.25,2377.0,3
4,703.6,7,6,2,189.1,2820.0,7
5,647.2,5,7,3,90.55,3575.0,5
5,713.3,6,7,2,100.0,2922.0,3
8,720.5,3,7,2,207.4,3482.0,6
4,950.1,7,9,4,83.58,2311.0,5
6,541.4,3,5,2,62.56,4599.0,5
4,588.5,2,6,2,67.08,1629.0,3
4,531.6,2,6,2,90.46,3149.0,3
4,234.5,2,3,2,105.1,3251.0,2
6,1171.0,3,7,2,223.0,5156.0,6
1,927.6,7,9,2,176.7,1973.0,4
4,575.3,4,6,2,94.56,3253.0,2
6,861.4,4,9,2,83.04,2648.0,7
7,973.7,0,7,1,888.8,969.6,6
4,1226.0,0,14,2,204.3,3014.0,5
9,1054.0,6,9,3,180.4,3276.0,5
